"","profile_identifier","latitude","longitude","clay.30.60.cm","silt.30.60.cm","sand.30.60.cm","trans_1","trans_2"
"23","68012",3.0833333,-76.5,83.4403092,12.22287387,4.336816924,-2.95699086496951,-1.92082241267113
"24","68017",2.4,-72.71666667,36.57590612,24.34376805,39.08032583,0.0662294437539244,-0.407113836364533
"25","68018",2.33333333,-72.7,21.9155447,22.6242286,55.4602267,0.928469939126051,0.0318252052931651
"26","69516",2.5,-72.63333333,37.22040638,47.65689442,15.1226992,-0.900660296140611,0.247170138928116
"27","69518",-4.03333333,-70.01666667,30.46820433,19.9979492,49.53384647,0.485972544114637,-0.421053930572113
"28","69575",2.38333333,-72.63333333,25.95984561,43.6867053,30.35344909,0.156359210278911,0.520492884678937
"29","69576",-0.4,-72.15,61.91155704,15.8808684,22.20757456,-1.02527344019104,-1.36059172780907
"30","69586",1.16666667,-77.36666667,12.97682074,24.59950951,62.42366975,1.57077978037796,0.63956175813231
"31","69660",2.41666667,-72.66666667,23.18078666,17.76329904,59.0559143,0.935160920771168,-0.266189297280295
"32","69668",1.16666667,-77.18333333,20.65222047,52.5141061,26.83367343,0.261834727646234,0.933258978686779
"33","69695",4.15,-73.38333333,38.51306732,21.17341327,40.3135194,0.0456892870621529,-0.598251291005985
"34","69711",-4.13333333,-69.95,32.24769503,32.72059441,35.03171056,0.0828070985550984,0.014558109384772
"35","69746",4.16666667,-72.91666667,61.62709833,24.07794262,14.29495905,-1.4611947206307,-0.939805504341184
"36","69778",-0.46666667,-72.21666667,48.08594717,13.96577963,37.9482732,-0.236765974967102,-1.23637995053266
"37","69856",1.11666667,-77.36666667,31.97974123,33.91186399,34.10839477,0.0644409191770241,0.0586623076142974
"38","69923",-0.46666667,-72.23333333,45.09564178,16.2342477,38.67011052,-0.153718643604808,-1.02166254092655
"39","69933",-0.45,-72.21666667,0.765580859,11.37814631,87.85627283,4.7428226564163,2.69881496573407
"40","70535",2.4,-76.65,24.93419717,16.32743177,58.73837106,0.856852952459641,-0.423393617621221
"42","70556",5.8,-71.84972222,20.58823206,10.23189249,69.17987545,1.21199034979005,-0.699210096352389
"43","70558",11.6,-72.25,28.10929961,18.99171816,52.89898223,0.632283630606747,-0.392097470739322
"44","70559",5.8,-71.4,20.5746043,36.1999914,43.2254043,0.74237087060864,0.565001366962206
"45","70570",1,-75.30972222,49.1588914,26.45045016,24.39065844,-0.700857525415808,-0.619784556148061
"46","70577",4.4,-70.4,15.27123268,52.81025299,31.91851433,0.73721538637389,1.24073451569917
"47","70578",4.9,-68.5,17.6386886,20.09347267,62.26783872,1.26135035466433,0.13030031412712
"48","70580",5.9,-71.5,48.12621808,29.08548152,22.7883004,-0.747579839132931,-0.503587970202342
"49","70581",3.95,-77.19972222,0.72177518,0.53629197,98.74193285,4.91855128140723,-0.297034972446997
"50","70582",4.3,-76.25,26.43191235,21.63776996,51.93031769,0.675330694219127,-0.200131684364698
"51","70583",7.3,-76.4,53.10628046,10.9849726,35.90874694,-0.391314284165894,-1.57576698581365
"52","70584",8.5,-77.26,31.91439179,25.70602463,42.37958358,0.283609665587336,-0.216331675513738
"53","70585",3.4,-76.8,33.92251947,24.14553465,41.93194588,0.211968882935278,-0.339979622611909
"54","70586",1.2,-69.87972222,4.04064577,4.050359854,91.90899438,3.12439437269572,0.0024012067520099
"55","70587",0.7,-70.9,35.10635152,9.893905256,54.99974323,0.448946447588922,-1.26646313223212
"56","70588",1.1,-69.9,44.55944723,7.400976984,48.03957578,0.0752009761446528,-1.7952121741098
"57","70589",1.5,-72.69972222,14.31886564,13.75403587,71.92709849,1.61407514178718,-0.0402456444481857
"58","70591",1.2,-70.25,33.0021106,13.28661883,53.71127058,0.487051342942887,-0.909814091238211
"59","70592",10.55,-74.9,54.54635687,21.1598063,24.29383684,-0.808828234703668,-0.946947472013687
"60","70593",5.25,-73.9,38.04925005,35.42768179,26.52306816,-0.360866523587302,-0.0713878884925577
"61","70594",2,-77.19972222,32.9337405,30.37401501,36.6922445,0.108067731833489,-0.0809102058890068
"62","70595",3.65,-74.19972222,11.37783172,24,64.62216828,1.73689063787739,0.746386954074371
"63","70596",9.5,-75.37972222,55.02376996,27.18617784,17.7900522,-1.12912583705388,-0.705056596466076
"64","70598",4.65,-74.23,37.90239315,31.35430856,30.74329828,-0.209342225508495,-0.189662562127861
"65","70599",5.4,-75.44972222,3.956801682,24.81044464,71.23275368,2.89051669335911,1.83582867647293
"66","70600",6.4,-70.5,5.947753742,12.0643862,81.98786005,2.62355756220822,0.707244197427584
"67","70601",10.75,-73.62972222,6.628033981,8.628033981,84.74393204,2.54832591891208,0.263708440538231
"68","70602",2.4,-76.5,22.13887242,32.69105127,45.17007631,0.71309984261646,0.389766382538943
"69","70603",2.5,-76.59972222,30.38027369,53.93288168,15.68684462,-0.660971067206318,0.573946835617498
"70","70604",3.9,-76.59972222,42.69438747,51.80171064,5.503901884,-2.04861019644784,0.193355702046534
"71","70605",7.5,-73.36,33.45103413,33.64767862,32.90128725,-0.0165709186456878,0.00586136588697712
"72","70784",-1.6,-73.4,45.90803717,13.11598986,40.97597297,-0.113654333678378,-1.25280811760035
"73","70811",6.3,-74.05972222,51.04221973,25.33791172,23.61986855,-0.770564882543962,-0.700351367019951
"74","70819",2.79972222,-70.59972222,22.27590329,12.13795164,65.58614507,1.079858946168,-0.607168481050473
"75","70838",3.79972222,-77.09972222,67.53995129,25.41052389,7.049524818,-2.25975908090446,-0.97755587916194
"76","70839",3.84972222,-77,29.99938768,36.15300013,33.84761219,0.120691485167163,0.186582965522005
"77","70888",3.66,-76.9,24.23933492,28.66897477,47.09169031,0.664119835387126,0.167838796045804
"78","70937",11.64972222,-72.19972222,22.42265795,33.57734205,44,0.674117670669476,0.403779532498358
"79","70938",3.34972222,-73.8,28.35517799,14.13349515,57.51132686,0.707172258627032,-0.696262135849366
"80","70939",10.89972222,-72.84972222,27.41726055,61.11814039,11.46459906,-0.871908817223204,0.801635956698172
"81","70940",10.94972222,-72.8,9.455272862,20.3113731,70.23335404,2.00525076625836,0.76460841968674
"82","70941",3.09972222,-70.8,56.23734323,26.44926029,17.31339648,-1.17810044167654,-0.754352814960071
"83","71330",-1.27972222,-70.33972222,23.76162295,30.36920865,45.86916839,0.657721380592197,0.245357423615931
"84","71331",-1.36,-69.94972222,34.10566475,21.16967827,44.72465697,0.271061467412059,-0.476893604611598
"85","71340",-2.33972222,-72.36,47.60705499,15.42123179,36.97171322,-0.252827851638667,-1.12723571676567
"86","71341",-1.34,-73.30972222,45.90803717,13.11598986,40.97597297,-0.113654333678378,-1.25280811760035
"87","71342",-1.11,-74.01,26.27246732,45.45506536,28.27246732,0.0733669239984927,0.548202742607761
"88","71387",3.25972222,-68.06972222,3.932016558,5.659273493,90.40870995,3.13518819839673,0.364143112484716
"89","71389",3.84972222,-76.75,50.9194199,26.40356991,22.67701019,-0.808892736912089,-0.656745156370124
"90","71390",3.59972222,-76.69972222,53.23128479,23.26119559,23.50751962,-0.817325929674508,-0.827859736583177
"91","71391",4.34972222,-75.19972222,48.46856544,9.471708705,42.05972585,-0.141824800371363,-1.63260612815929
"92","71470",4.19972222,-76.3,43.31430586,27.48359373,29.20210041,-0.394242331281756,-0.454893734813776
"93","71471",11.19972222,-72.4,17.51615295,3.246698785,79.23714826,1.50932175162317,-1.6854847592696
"94","71472",11.32972222,-72.5,26.70861036,23.6902566,49.60113304,0.619027678206135,-0.119922149125687
"95","71473",11.69972222,-72.25,39.84316197,11.93918412,48.21765391,0.190774421407434,-1.20512502231244
"96","71474",4.71972222,-74.09972222,73.86053944,25.42017526,0.719285304,-4.6316759062371,-1.06663555263625
"97","71475",4.71972222,-74.65,72.69204929,26.5456691,0.762281611,-4.55767123861269,-1.00736540331365
"98","71476",10.19972222,-75.4,35.43714632,7.70981552,56.85303816,0.472709059407084,-1.52526634112824
"99","71477",8.39972222,-73.3,41.871274,25.91458446,32.21414154,-0.262194472681191,-0.479794090297687
"100","71478",8.39972222,-77.25,46.14019958,30.38769789,23.47210253,-0.675871988692792,-0.417646726429013
"101","71479",7.69972222,-76.5,22.52554679,49.87077405,27.60367915,0.203298988369798,0.794785062787556
"102","71480",7.65972222,-76.63972222,32.70014424,45.96628765,21.33356812,-0.427097688646653,0.340528761726769
"103","71481",10.93972222,-73.66,4.164716749,20.10981117,75.72547209,2.90046632529939,1.57455954802146
"104","71482",3.59972222,-76.25,20.38171905,46.97477159,32.64350936,0.471007667383087,0.834972308823978
"105","71483",0.94,-69.94972222,1.949693533,1.937116916,96.11318955,3.89785435707733,-0.00647145573838074
"106","71484",2.29972222,-76.59972222,4.423069446,39.52387653,56.05305402,2.53946473558495,2.19007105853236
"107","71485",2.59972222,-75.3,4.132418859,5.488294192,90.37928695,3.08515219881077,0.283754579726265
"108","71486",4.84972222,-74.20972222,11.35701004,62.22785286,26.4151371,0.844102042890236,1.70096751674625
"109","71489",5.09972222,-75.34972222,4.986645122,8.841299906,86.17205497,2.84958257341186,0.572670550614729
"110","71490",6.38,-70.54,29.74605022,42.75024041,27.50370938,-0.0783754753415974,0.362678461529482
"111","71491",4.59972222,-75.69972222,13.65892211,27.06005823,59.28101966,1.46789623904488,0.683665832087769
"112","71492",3.29972222,-73.94972222,6.545838304,27.66602119,65.78814051,2.30761011239978,1.4413755140976
"113","71493",1.39972222,-74.9,45.9900605,44.5994806,9.410458909,-1.58660357642089,-0.0307030838360415
"114","71494",5.59972222,-72.05,49.61733256,12.2136857,38.16898174,-0.262317030032914,-1.4017831177586
"115","71495",6.21972222,-72.79,14.7578955,20.484209,64.7578955,1.47887740366389,0.327876068927754
"116","71496",2.79972222,-75.3,28.42048967,18.16397523,53.41553511,0.630991271031858,-0.447670102739931
"117","71497",2.59972222,-75.4,14.51082993,15.32459452,70.16457555,1.57594829950662,0.0545637603788185
"118","71498",2.39,-75.25,33.27112619,49.04467435,17.68419946,-0.632018384449757,0.388041664701147
"119","71499",1.37,-70.87,27.29583669,9.973596352,62.73056696,0.832114651804132,-1.00679295208053
"120","71500",0.97,-70.88972222,45.91757415,14.02755693,40.05486893,-0.136597685460903,-1.18582417578062
"121","71501",10.94972222,-73.65,19.74939469,24.50226821,55.7483371,1.03772473982282,0.21564285099556
"122","71502",7.44972222,-73.13972222,49.24778761,30.4159292,20.33628319,-0.88445780508384,-0.481897986963613
"123","71667",-2.44,-72.19,30.56154745,40.55958474,28.8788678,-0.0566324898141812,0.283029521595619
"124","71710",2.81972222,-71.04,18.32295712,45.81170575,35.86533713,0.671616528439165,0.916384881458061
"125","71711",3.09972222,-76.19972222,24.16637826,11.60355633,64.23006541,0.977509070588318,-0.733650707753707
"126","71712",4.82972222,-68.33,1.9851194,4.027413117,93.98746748,3.85748238523698,0.707445199933177
"127","71745",2.6,-72.56666667,6.770537673,63.14455208,30.08491025,1.49144322174214,2.23284607184655
"128","IGAC-AMA-PA-001",-4.157500002,-69.94833333,41.07796025,41.13251526,17.78952449,-0.836861958452483,0.00132720356304102
"129","IGAC-AMA-PA-002",-4.092222197,-69.99055557,12.89291175,20.83823565,66.2688526,1.63704230832607,0.480111867987137
"130","IGAC-AMA-PA-003",-3.698888895,-70.56583335,47.33565737,37.5660923,15.09825034,-1.14268500150994,-0.231162024096806
"131","IGAC-AMA-PA-004",-3.797499982,-70.30611114,76.96924206,19.19281272,3.837945224,-2.99846876281756,-1.38887001683258
"132","IGAC-AMA-PA-007",-3.802777754,-70.6177778,42.72814271,49.11803831,8.153818971,-1.65637138009663,0.139368563359411
"133","IGAC-AMA-PA-010",-3.852499981,-70.24861114,30.90776872,59.94234666,9.149884619,-1.21726629792844,0.662375644081315
"134","IGAC-AMA-PA-011",-3.857777772,-70.19250002,54.1405807,21.81833496,24.04108435,-0.811819795301489,-0.908833340505471
"135","IGAC-AMA-PA-012",-3.934166668,-70.12250001,64.07325263,26.30275456,9.623992813,-1.89576776928667,-0.890353331358935
"136","IGAC-AMA-PA-013",-4.019722189,-70.15611113,37.29034589,54.51599942,8.193654691,-1.51537443327718,0.379759756101352
"137","IGAC-AMA-PA-014",-3.979444462,-70.06111115,45.66129845,16.02861045,38.3100911,-0.175537741381505,-1.04687579953814
"138","IGAC-AMA-PA-015",-3.798611117,-69.89861112,46.60243569,18.75973442,34.63782989,-0.29670637357695,-0.909940021029972
"139","IGAC-AMA-PA-016",-3.744722216,-69.87361114,20.28484594,24.34300833,55.37214573,1.0042025808025,0.182370574204946
"140","IGAC-AMA-PA-017",-3.750277783,-69.87999999,12.99851749,16.86176674,70.13971577,1.6856538806521,0.260213424205289
"141","IGAC-AMA-PA-018",-4.144166676,-69.94805556,43.46746712,40.43820309,16.09432978,-0.993545753612139,-0.0722378168035148
"142","IGAC-AMA-PA-019",-4.133055567,-69.95166668,20.07467849,29.45756826,50.46775325,0.921875338554314,0.383491619576886
"143","IGAC-AMA-PA-020",-2.77277776,-69.82194444,28.50917732,42.38383127,29.10699142,0.0207523536354716,0.396540904870213
"144","IGAC-AMA-PA-021",-2.75138891,-69.8177778,21.25656936,46,32.74343064,0.432036356867649,0.771975402541615
"145","IGAC-AMA-PA-022",-3.06222224,-70.00138889,45.34117089,29.53428946,25.12453965,-0.590370425580748,-0.428663526493088
"146","IGAC-AMA-PA-023",-3.059166691,-70.07277778,34.42143684,32.40519485,33.17336831,-0.0369321395636757,-0.0603607894242476
"148","IGAC-AMA-PA-025",-3.188333317,-70.29333334,77.12379424,14.35315407,8.523051686,-2.20263739244379,-1.68144213438929
"149","IGAC-AMA-PA-026",-3.195833343,-70.29361112,51.9269391,39.83066405,8.242396853,-1.84054653146903,-0.265200644150379
"150","IGAC-AMA-PA-029",-2.902222209,-69.75805557,45.65969385,29.71239014,24.62791601,-0.61733533938854,-0.429651800840004
"151","IGAC-AMA-PA-030",-2.642499982,-70.06944445,48.02075082,30.86043613,21.11881305,-0.821468969264711,-0.44215824687021
"152","IGAC-AMA-PA-031",-2.582222227,-70.03666666,50.63413033,31.42252513,17.94334455,-1.03740659234206,-0.477100864800791
"153","IGAC-AMA-PA-032",-2.574444461,-70.01527777,20.30199143,26.96816332,52.72984525,0.954462637539826,0.283938052743619
"154","IGAC-AMA-PA-033",-2.599444449,-70.22027779,20.17347294,56.08421164,23.74231541,0.162890395854057,1.02248581989203
"155","IGAC-AMA-PA-034",-2.544166663,-70.17416666,45.97231538,42.35552411,11.6721605,-1.37083281376306,-0.0819405237208752
"156","IGAC-AMA-PA-035",-2.748055558,-70.01833334,37.914886,49.0931332,12.9919808,-1.07101149983709,0.258375366236785
"157","IGAC-AMA-PA-036",-4.007777776,-69.9577778,43.63796938,10.19696209,46.16506853,0.0562957909632198,-1.45383778710314
"158","IGAC-AMA-PA-037",-4.044166668,-69.97416665,44.19291853,26.97312755,28.83395392,-0.427010913719488,-0.493723467532143
"159","IGAC-AMA-PA-038",-4.080555551,-69.99500001,48.37726234,34.57096372,17.05177393,-1.04277567584207,-0.336015786079492
"160","IGAC-AMA-PA-039",-3.852222186,-70.21305556,28.30099037,20.28321614,51.41579349,0.597048592163669,-0.33310304650879
"161","IGAC-AMA-PA-040",-2.114444469,-71.93777777,70.18324122,24.00408955,5.812669227,-2.49106966865938,-1.07288533972308
"162","IGAC-AMA-PA-041",-2.103055564,-71.94722222,62.45279955,30.33116625,7.216034199,-2.15810554215138,-0.722235291240818
"163","IGAC-AMA-PA-042",-2.108055561,-71.94222224,54.87266701,33.41099082,11.71634217,-1.54403072196821,-0.496130443548192
"164","IGAC-AMA-PA-043",-2.123611103,-71.75388888,84.18361543,5.958617069,9.857767502,-2.14474058791806,-2.64816189247015
"165","IGAC-AMA-PA-044",-2.115277782,-71.74833334,72.57197115,18.4863577,8.941671151,-2.09385627361329,-1.36754573653801
"166","IGAC-AMA-PA-046",-2.154444445,-71.7675,62.84258699,27.2311276,9.926285416,-1.84544664929246,-0.836272264389125
"167","IGAC-AMA-PA-047",-2.233333335,-71.86305555,60.39732987,33.93948879,5.663181344,-2.36695908729144,-0.576365698989148
"168","IGAC-AMA-PA-048",-2.230555555,-71.85333335,19.82039941,50.07231273,30.10728785,0.418055583145069,0.926756534643627
"169","IGAC-AMA-PA-049",-2.208888882,-71.67444445,43.653137,49.32376454,7.023098465,-1.82707064938788,0.122130857427762
"170","IGAC-AMA-PA-051",-2.215,-71.67888889,37.00278134,57.17346072,5.823757941,-1.849047333468,0.435096736119852
"171","IGAC-AMA-PA-052",-2.178055539,-71.51750002,55.18157689,35.90089481,8.917528305,-1.82261033324095,-0.429866925329458
"172","IGAC-AMA-PA-053",-2.167222243,-72.01861111,32.95484261,51.46746677,15.57769062,-0.749298416345254,0.445811676264211
"173","IGAC-AMA-PA-054",-2.174999965,-71.70388887,27.59901113,47.78937727,24.61161159,-0.11456159603052,0.549023438496789
"174","IGAC-AMA-PA-055",-2.169166674,-71.69861109,48.68152598,39.86005209,11.45842193,-1.44657461543171,-0.199924993185496
"175","IGAC-AMA-PA-056",-2.200833311,-70.88138889,50.35700766,35.63342408,14.00956826,-1.27939724511297,-0.345853712388662
"176","IGAC-AMA-PA-057",-2.208333319,-70.88000002,58.72339504,36.14323016,5.1333748,-2.43707490143266,-0.485348539822228
"177","IGAC-AMA-PA-058",-2.19444443,-70.81194443,35.30000724,55.45866551,9.241327248,-1.34019765214181,0.451754808652756
"178","IGAC-AMA-PA-059",-2.193611099,-70.80388887,32.09141039,56.52663384,11.38195577,-1.03655913101795,0.566123517247673
"179","IGAC-AMA-PA-060",-2.23166669,-70.74222224,39.86128978,42.15881343,17.97989679,-0.796151383253245,0.0560380873740488
"180","IGAC-AMA-PA-061",-2.240833332,-70.74583337,66.92676089,24.51702687,8.556212241,-2.05694130344015,-1.00423105000003
"181","IGAC-AMA-PA-062",-2.263611113,-70.775,42.2164621,47.86239972,9.921138179,-1.44814259162883,0.125519979502516
"182","IGAC-AMA-PA-063",-2.256944464,-70.76916668,16.01560934,41.697052,42.28733866,0.970923888370459,0.956866600444833
"183","IGAC-AMA-PA-064",-2.166666671,-70.7527778,62.49695959,35.50304041,2,-3.44197072843913,-0.565499570832945
"184","IGAC-AMA-PA-065",-2.167222225,-70.76000002,34.10245172,63.82981131,2.067736964,-2.80291452451934,0.626851063477965
"185","IGAC-AMA-PA-067",-2.214166664,-70.94500002,20.6665974,55.42154305,23.91185955,0.145855806585985,0.986449637125287
"186","IGAC-AMA-PA-068",-2.263333337,-70.71555556,42.87206673,11.63239989,45.49553338,0.0593936649805489,-1.30442619004606
"187","IGAC-AMA-PA-069",-2.187499977,-70.73805556,60.79068737,26.08698173,13.12233091,-1.53312118042479,-0.84600020338089
"188","IGAC-AMA-PA-070",-2.197222254,-70.73944446,34.19825975,62.33482608,3.466914171,-2.28890984785952,0.600345517436244
"189","IGAC-AMA-PA-071",-2.235277778,-70.90277778,23.96910221,20.30598381,55.72491398,0.843661742609118,-0.165849981432338
"190","IGAC-AMA-PA-072",-2.238888893,-70.90916665,22.48424749,43.15141102,34.36434149,0.424204489698683,0.651900164880141
"191","IGAC-AMA-PA-073",-2.866666665,-69.81750001,57.12325553,39.06920286,3.807541611,-2.7082275765592,-0.379876804987841
"192","IGAC-AMA-PA-074",-2.937499966,-69.84388889,30.17007919,33.94012887,35.88979193,0.173602229745733,0.117747378833203
"193","IGAC-AMA-PA-075",-2.943888891,-69.83805556,43.89215508,25.77095778,30.33688714,-0.369371234892447,-0.532487413893949
"194","IGAC-AMA-PA-076",-2.886111121,-69.81361112,52.13355839,33.9578488,13.90859281,-1.32130201947043,-0.428688842052653
"195","IGAC-AMA-PA-077",-2.936388903,-69.77361116,1.999082579,12.02882626,85.97209116,3.7613343573696,1.79461759265915
"196","IGAC-AMA-PA-078",-2.928888904,-69.78249999,2,18.16089078,79.83910922,3.68686629431689,2.20612324317232
"197","IGAC-AMA-PA-079",-2.924999971,-69.7713889,10.98069971,33.54554039,55.4737599,1.619770954439,1.11676477037419
"199","IGAC-AMA-PA-081",-1.273055552,-69.64638892,25.02240904,11.7904114,63.18717956,0.926329640535604,-0.752485177057599
"202","IGAC-AMA-PA-085",-1.286388877,-69.62638891,20.22244928,26.55561232,53.2219384,0.967677349474449,0.272447774356819
"203","IGAC-AMA-PA-086",-1.321666688,-69.60805558,6.261408027,20.68165774,73.05693423,2.4568339738658,1.19484212367498
"205","IGAC-AMA-PA-088",-1.337777766,-69.59861115,20.36835171,22.73626247,56.89538582,1.02723193561077,0.109978806096178
"206","IGAC-AMA-PA-089",-1.215000031,-70.10861113,57.22005353,21.74871684,21.03122963,-1.00089596484775,-0.967349663201285
"207","IGAC-AMA-PA-090",-1.213611101,-70.11583336,39.8191683,28.54260568,31.63822603,-0.229982337920949,-0.332950504818402
"208","IGAC-AMA-PA-091",-1.174166661,-70.20083335,31.14708526,52.23593025,16.61698449,-0.628295335410705,0.517049907323391
"209","IGAC-AMA-PA-092",-1.174166669,-70.11722221,46.67693136,31.60018403,21.72288462,-0.764883771828716,-0.390087123158243
"210","IGAC-AMA-PA-093",-1.304166671,-70.1647222,19.97595347,12.07849035,67.94555618,1.22417751639782,-0.503103010008956
"211","IGAC-AMA-PA-094",-1.146388902,-70.16555556,15.76962018,15.64094537,68.58943445,1.47005319039276,-0.00819313677086049
"212","IGAC-AMA-PA-095",-0.892222252,-70.25472223,65.49627013,28.14633271,6.357397163,-2.33237415395433,-0.844576127072495
"213","IGAC-AMA-PA-096",-0.901666681,-70.25666667,66.593431,19.2319742,14.1745948,-1.54715467538077,-1.24203172221034
"214","IGAC-AMA-PA-098",-0.546111085,-70.32444443,75.40250153,9.272636106,15.32486237,-1.59336395022248,-2.09577274252234
"215","IGAC-AMA-PA-099",-1.091111107,-71.35138888,17.42789117,16.6229683,65.94914053,1.33081198324614,-0.0472864921315231
"216","IGAC-AMA-PA-100",-1.050000004,-71.40083335,15.04027904,33.06159055,51.89813041,1.23855089505322,0.78764033070479
"217","IGAC-AMA-PA-101",-1.041388888,-71.41805558,20.69994375,20.35878114,58.94127511,1.04641062823382,-0.0166186584084076
"218","IGAC-AMA-PA-102",-1.101388894,-71.05000001,9.847276588,31.43788455,58.71483886,1.7854975579437,1.16081875156583
"219","IGAC-AMA-PA-103",-1.112500003,-71.04166666,29.14331199,37.00971631,33.8469717,0.149624080855358,0.238955028975965
"220","IGAC-AMA-PA-104",-1.043333346,-71.18944444,47.09506712,24.11973595,28.78519693,-0.492307003963312,-0.669137839025677
"221","IGAC-AMA-PA-105",-1.036388883,-71.20027778,45.2009752,15.81389361,38.98513118,-0.147938340186851,-1.05022976578373
"222","IGAC-AMA-PA-106",-1.285833305,-70.97833334,35.2122655,53.1607887,11.6269458,-1.1080691555014,0.411926596464701
"223","IGAC-AMA-PA-107",-1.295833324,-70.97555557,47.54851868,45.42914528,7.022336035,-1.91265470441337,-0.0455967700196783
"224","IGAC-AMA-PA-108",-1.221388885,-70.8513889,22.74815952,37.09145614,40.16038434,0.568396803652223,0.488902408464997
"225","IGAC-AMA-PA-109",-1.229722242,-70.85500003,58.97908546,30.16070697,10.86020757,-1.6920774697499,-0.670642913817802
"226","IGAC-AMA-PA-110",-1.406111118,-70.91027779,64.6277708,34.08788702,1.284342176,-3.91839754498098,-0.639702105128548
"227","IGAC-AMA-PA-111",-1.398055557,-70.91111115,18.67637412,27.38816879,53.93545709,1.06052878358745,0.382851815123048
"228","IGAC-AMA-PA-112",-1.392222239,-70.87722222,20.24731316,37.80628947,41.94639737,0.728370448791026,0.624453375587287
"229","IGAC-AMA-PA-113",-1.336666649,-70.79472225,25.67725125,18.28902178,56.03372697,0.780348342225077,-0.339304457439831
"230","IGAC-AMA-PA-114",-1.267777769,-70.86777777,41.232299,56.70721893,2.06048207,-2.99628193554546,0.318679615085956
"231","IGAC-AMA-PA-115",-1.262222228,-70.8738889,16.00631793,64.08277832,19.91090375,0.21828399388497,1.38719214395
"232","IGAC-AMA-PA-116",-1.444166692,-70.24416667,29.30316397,28.01900655,42.67782947,0.375984073718684,-0.0448124102690618
"233","IGAC-AMA-PA-117",-1.218169017,-69.98859465,71.20978692,24.84942378,3.940789301,-2.89424923226372,-1.05279570136696
"234","IGAC-AMA-PA-118",-1.516388886,-69.98944447,68.75410259,18.36618461,12.8797128,-1.67488298651167,-1.32002522793579
"235","IGAC-AMA-PA-119",-1.599722236,-70.02666667,61.02241581,31.54566962,7.431914575,-2.10545776173572,-0.659804943916667
"236","IGAC-AMA-PA-120",-1.606111117,-70.01972222,45.75141208,46.5681588,7.680429114,-1.7845472365644,0.0176943636487949
"237","IGAC-AMA-PA-121",-1.568055562,-70.06138888,6.741988663,16.59789824,76.6601131,2.43102660003505,0.90092114003637
"238","IGAC-AMA-PA-122",-1.562500003,-70.05138887,30.78527912,53.252791,15.96192988,-0.656830120564408,0.548013591286194
"239","IGAC-AMA-PA-123",-1.265833312,-69.71944446,29.01164338,13.73199959,57.25635704,0.679841430999218,-0.747968399532469
"240","IGAC-AMA-PA-124",-1.273055561,-69.71694446,44.24663741,12.42382843,43.32953416,-0.0209448931188519,-1.27016310164314
"241","IGAC-AMA-PA-125",-1.287777753,-69.71333335,34.87979739,18.27104816,46.84915445,0.295025170244978,-0.646590050953865
"242","IGAC-AMA-PA-126",-1.280000023,-69.71638888,8.590854765,14.83993346,76.56921177,2.18749682280094,0.54662351587115
"243","IGAC-AMA-PA-127",-1.440019106,-69.45327523,18.03234522,55.81579963,26.15185516,0.371753029047874,1.12988987483187
"244","IGAC-AMA-PA-128",-1.524873097,-69.48623315,33.19098934,35.9888333,30.82017736,-0.0741088490834908,0.0809302705636973
