"","profile_identifier","latitude","longitude","clay.15.30.cm","silt.15.30.cm","sand.15.30.cm","trans_1","trans_2"
"23","68012",3.0833333,-76.5,75.94497481,17.51795111,6.537074075,-2.45251938618553,-1.46678292950922
"24","68017",2.4,-72.71666667,33.03830728,32.67512916,34.28656356,0.037085829585064,-0.011053502523191
"25","68018",2.33333333,-72.7,24.8013508,23.65331174,51.54533746,0.731563639998125,-0.0473949830054418
"26","69516",2.5,-72.63333333,31.74626066,43.3158348,24.93790454,-0.241386027240659,0.310743324011083
"27","69518",-4.03333333,-70.01666667,27.71473532,27.1688607,45.11640398,0.487281672225822,-0.0198927424821974
"28","69575",2.38333333,-72.63333333,20.61611495,48.3983437,30.98554134,0.407447638194911,0.853392542961737
"29","69576",-0.4,-72.15,56.68327407,17.48101975,25.83570618,-0.785721681666448,-1.17636347064205
"30","69586",1.16666667,-77.36666667,9.135187166,27.73144789,63.13336495,1.93311571436675,1.11043339360344
"31","69660",2.41666667,-72.66666667,18.65437872,18.36117759,62.9844437,1.21680686805701,-0.0158423804221811
"32","69668",1.16666667,-77.18333333,22.85337682,60.65369926,16.49292393,-0.326167452282782,0.976081738621275
"33","69695",4.15,-73.38333333,37.21608542,20.1574647,42.62644988,0.135733878222275,-0.613166395216696
"34","69711",-4.13333333,-69.95,30.43166483,33.45444486,36.1138903,0.171193891619143,0.0947009858970791
"35","69746",4.16666667,-72.91666667,59.38163749,25.10970782,15.50865469,-1.34258681021904,-0.860730508311908
"36","69778",-0.46666667,-72.21666667,44.21136775,13.98468135,41.8039509,-0.0559910907274663,-1.15101940366286
"37","69856",1.11666667,-77.36666667,25.13643252,40.15895171,34.70461577,0.322554408856793,0.468527083646049
"38","69923",-0.46666667,-72.23333333,29.16143629,19.01204706,51.82651665,0.575054761312797,-0.427774327386943
"39","69933",-0.45,-72.21666667,0.924994953,11.38967677,87.68532828,4.55172158867091,2.51067439635512
"40","70535",2.4,-76.65,17.13017475,21.23751329,61.63231196,1.28034476413409,0.21492759909268
"41","70545",5.3,-73.84972222,14.0224359,22.15705128,63.82051282,1.51541604506482,0.457497176878114
"42","70556",5.8,-71.84972222,17.53574995,9.108334897,73.35591515,1.43108149272018,-0.655051734357034
"43","70558",11.6,-72.25,29.95914842,21.76340892,48.27744266,0.477129691548672,-0.319604664702193
"44","70559",5.8,-71.4,20.00414634,33.67938346,46.3164702,0.839558056631013,0.520946314320303
"45","70570",1,-75.30972222,45.07816365,32.15857842,22.76325793,-0.683250211173953,-0.337718713006948
"46","70577",4.4,-70.4,9.960208924,55.28073164,34.75905944,1.24984219366122,1.71382636685653
"47","70578",4.9,-68.5,13.98567164,16.42912704,69.58520132,1.6045185687773,0.161022447319556
"48","70580",5.9,-71.5,40.64547449,27.82796683,31.52655868,-0.254057177843751,-0.378845985041281
"49","70581",3.95,-77.19972222,2.374707401,3.291179001,94.3341136,3.68196865000105,0.326371629230642
"50","70582",4.3,-76.25,18.63722375,26.53885996,54.82391629,1.07896566968225,0.353449214728566
"51","70583",7.3,-76.4,45.22749421,13.85856531,40.91394048,-0.100234332887063,-1.18280170547691
"52","70584",8.5,-77.26,30.79028138,23.54398512,45.66573349,0.394149101849638,-0.268328721653225
"53","70585",3.4,-76.8,30.72909731,27.00217034,42.26873235,0.318837623941883,-0.129292755096219
"54","70586",1.2,-69.87972222,5.844847649,5.910245941,88.24490641,2.71455544701355,0.0111269155341442
"55","70587",0.7,-70.9,23.36518318,9.179841693,67.45497513,1.0602133241473,-0.934237056340714
"56","70588",1.1,-69.9,37.81350033,6.812804412,55.37369526,0.381438475742154,-1.71386234712807
"57","70589",1.5,-72.69972222,13.77298295,12.14197431,74.08504274,1.68250474356029,-0.126040515095552
"58","70591",1.2,-70.25,26.88908202,10.66674944,62.44416855,0.842552522952621,-0.924588957255148
"59","70592",10.55,-74.9,54.60788643,21.93984301,23.45227056,-0.845210996638933,-0.91187401303268
"60","70593",5.25,-73.9,31.26217125,39.12972478,29.60810398,-0.0543606733883968,0.224473622364673
"61","70594",2,-77.19972222,40.96312326,27.70518203,31.33169471,-0.268042033544078,-0.391052756697202
"62","70595",3.65,-74.19972222,12.04773463,24,63.95226537,1.6692603067262,0.689177185595402
"63","70596",9.5,-75.37972222,52.15887245,29.06486883,18.77625872,-1.02170106249867,-0.584764112090173
"64","70598",4.65,-74.23,24.06837018,55.32993505,20.60169477,-0.155525195028296,0.832415545215276
"65","70599",5.4,-75.44972222,5.361827419,24.71791889,69.92025369,2.56805050627247,1.5282235883901
"66","70600",6.4,-70.5,7.221007327,9.408608899,83.37038377,2.44629867347858,0.264630648321307
"67","70601",10.75,-73.62972222,9.140169903,11.1401699,79.71966019,2.16583725854865,0.197878511486378
"68","70602",2.4,-76.5,15.1813381,34.17367577,50.64498613,1.2047733183089,0.8113887163962
"69","70603",2.5,-76.59972222,30.23715722,46.30972399,23.4531188,-0.254068055700579,0.426280420805836
"70","70604",3.9,-76.59972222,31.31462711,47.0004057,21.68496719,-0.367466043935773,0.406070925393178
"71","70605",7.5,-73.36,37.95228351,36.84101778,25.20669871,-0.409219892554493,-0.0297178355315892
"72","70784",-1.6,-73.4,29.58404028,17.56798901,52.8479707,0.580184278037432,-0.521156596432916
"73","70811",6.3,-74.05972222,40.3376552,22.47522729,37.18711752,-0.0813230068306049,-0.584871711586082
"74","70819",2.79972222,-70.59972222,20.14603175,11.07301588,68.78095237,1.22791951800616,-0.598496186680511
"75","70838",3.79972222,-77.09972222,57.5748265,23.07902741,19.34614609,-1.09059220107784,-0.914161131437526
"76","70839",3.84972222,-77,31.35203291,33.25095165,35.39701544,0.121348396390376,0.0588042771543413
"77","70888",3.66,-76.9,14.95254548,31.70854422,53.33891031,1.27178453784755,0.751704626755698
"78","70937",11.64972222,-72.19972222,27.18373275,28.81626725,44,0.481570900187688,0.0583213290214862
"79","70938",3.34972222,-73.8,23.66585761,16.14320388,60.19093851,0.933488415599427,-0.382534253577525
"80","70939",10.89972222,-72.84972222,36.25175805,52.44186837,11.30637358,-1.1651212777163,0.369217408923615
"81","70940",10.94972222,-72.8,19.58288383,44.29656053,36.12055564,0.612206200866661,0.816251122899573
"82","70941",3.09972222,-70.8,51.1489398,25.39767122,23.45338898,-0.779726761056745,-0.700084279340831
"83","71330",-1.27972222,-70.33972222,19.81609481,37.73599755,42.44790763,0.761783144625587,0.644120004364044
"84","71331",-1.36,-69.94972222,26.02049245,24.35759608,49.62191147,0.64554810095862,-0.0660406438463832
"85","71340",-2.33972222,-72.36,48.32461803,17.88438133,33.79100064,-0.357746607089934,-0.99401334031727
"86","71341",-1.34,-73.30972222,29.58404028,17.56798901,52.8479707,0.580184278037432,-0.521156596432916
"87","71342",-1.11,-74.01,24.94076797,48.11846405,26.94076797,0.0771369447771339,0.657162238956328
"88","71387",3.25972222,-68.06972222,4.539755427,5.163670357,90.29657422,2.99022638204294,0.128774496231565
"89","71389",3.84972222,-76.75,41.26674532,28.82720145,29.90605323,-0.321996068487499,-0.358737541378938
"90","71390",3.59972222,-76.69972222,50.78463768,21.97294011,27.24242221,-0.622818502575918,-0.837782199682327
"91","71391",4.34972222,-75.19972222,31.0114824,11.58914907,57.39936853,0.615675766141494,-0.984288300574677
"92","71470",4.19972222,-76.3,44.38625963,23.36800627,32.2457341,-0.319544195226796,-0.641562120349298
"93","71471",11.19972222,-72.4,10.94925268,5.130689033,83.92005829,2.03659345314623,-0.7580312409434
"94","71472",11.32972222,-72.5,32.49511655,8.466397456,59.03848599,0.597099718117069,-1.3449847297301
"95","71473",11.69972222,-72.25,19.42772536,20.15015032,60.42212432,1.1346541464738,0.0365105603290402
"96","71474",4.71972222,-74.09972222,64.15721551,32.73289634,3.109888153,-3.02674980157929,-0.67295598695677
"97","71475",4.71972222,-74.65,64.16891443,33.29045363,2.540631942,-3.22910604837528,-0.656248216415421
"98","71476",10.19972222,-75.4,39.4816227,9.353217407,51.16515989,0.259223513977288,-1.44011492373468
"99","71477",8.39972222,-73.3,46.31142987,22.83655297,30.85201716,-0.406186661793284,-0.707026343423632
"100","71478",8.39972222,-77.25,39.67375971,27.58343293,32.74280736,-0.192006689310925,-0.363474668338362
"101","71479",7.69972222,-76.5,37.11825613,31.71362359,31.16812028,-0.174713141019054,-0.157362572751745
"102","71480",7.65972222,-76.63972222,29.44586943,41.69389133,28.86023925,-0.0200887998826632,0.347800983971812
"103","71481",10.93972222,-73.66,7.849137931,22.56609195,69.58477011,2.1821420150802,1.05604471536522
"104","71482",3.59972222,-76.25,22.16036413,40.27020021,37.56943565,0.527885544576184,0.597306452938802
"105","71483",0.94,-69.94972222,2.023128589,2.028910737,95.94796067,3.85916084845211,0.00285394659796916
"106","71484",2.29972222,-76.59972222,6.581651216,37.42038749,55.9979613,2.14102962617859,1.73793001741327
"107","71485",2.59972222,-75.3,4.320927579,8.196901601,87.48217082,3.00796491397546,0.64028613276033
"108","71486",4.84972222,-74.20972222,27.5749935,64.82427385,7.600732642,-1.28866468650954,0.854770800246336
"109","71489",5.09972222,-75.34972222,7.591607205,6.947505382,85.46088741,2.4210154921288,-0.0886606646541027
"110","71490",6.38,-70.54,26.89733114,49.01959417,24.08307469,-0.11051776880816,0.600193031640575
"111","71491",4.59972222,-75.69972222,17.59592212,32.68449908,49.7195788,1.0387316176958,0.619233753791921
"112","71492",3.29972222,-73.94972222,2.455330943,20.60267923,76.94198982,3.44479020313283,2.12715957121997
"113","71493",1.39972222,-74.9,43.64316175,48.61615764,7.74068061,-1.72955699122953,0.107909328307974
"114","71494",5.59972222,-72.05,45.55906837,15.85703949,38.58389214,-0.166174802646737,-1.05539615636312
"115","71495",6.21972222,-72.79,11.02309512,27.95380976,61.02309512,1.71125977287004,0.930560868399695
"116","71496",2.79972222,-75.3,26.54948339,19.38860875,54.06190785,0.711119542073657,-0.314324573717058
"117","71497",2.59972222,-75.4,11.31863196,14.79652702,73.88484103,1.87605746488457,0.267942278540313
"118","71498",2.39,-75.25,40.47431494,30.29780925,29.2278758,-0.325544669340883,-0.289592165989676
"119","71499",1.37,-70.87,20.39699284,10.62916315,68.97384401,1.21833988023199,-0.651786016231237
"120","71500",0.97,-70.88972222,35.94913137,21.995687,42.05518163,0.156877682567757,-0.491258533021117
"121","71501",10.94972222,-73.65,15.24903539,26.30388047,58.44708414,1.34360555233697,0.54520022674955
"122","71502",7.44972222,-73.13972222,46.32378969,29.44126323,24.23494708,-0.647859959656327,-0.453258443764705
"123","71667",-2.44,-72.19,29.63836806,40.44883219,29.91279975,0.00921673387091123,0.31096803242274
"124","71710",2.81972222,-71.04,11.16921888,27.90982126,60.92095986,1.69641560351059,0.915816962905725
"125","71711",3.09972222,-76.19972222,17.13444098,20.40716201,62.45839701,1.29341015691896,0.174795387816446
"126","71712",4.82972222,-68.33,2.003353113,3.993822879,94.00282401,3.84850249127034,0.689926554032152
"127","71745",2.6,-72.56666667,9.013758397,59.38758358,31.59865802,1.25436253114441,1.88533305305376
"128","IGAC-AMA-PA-001",-4.157500002,-69.94833333,31.99356644,46.28626986,21.7201637,-0.387293801966972,0.36931053597641
"129","IGAC-AMA-PA-002",-4.092222197,-69.99055557,16.56760493,24.25743104,59.17496403,1.27304926909739,0.381273726636743
"130","IGAC-AMA-PA-003",-3.698888895,-70.56583335,35.12043256,44.97123312,19.90833432,-0.56764463121552,0.247239936034199
"131","IGAC-AMA-PA-004",-3.797499982,-70.30611114,67.99976193,21.78101411,10.21922396,-1.8952335557119,-1.13846552619537
"132","IGAC-AMA-PA-007",-3.802777754,-70.6177778,39.11843835,52.84979866,8.031762989,-1.58318987071893,0.300859977767752
"133","IGAC-AMA-PA-010",-3.852499981,-70.24861114,26.52244033,65.74154335,7.736016319,-1.23210431192397,0.907739864974044
"134","IGAC-AMA-PA-011",-3.857777772,-70.19250002,44.0789848,29.1456292,26.775386,-0.498500101063314,-0.413678173853287
"135","IGAC-AMA-PA-012",-3.934166668,-70.12250001,61.53809499,19.9906242,18.47128081,-1.20343927654427,-1.12439304013855
"136","IGAC-AMA-PA-013",-4.019722189,-70.15611113,43.39071669,47.30280172,9.306481581,-1.53953441547423,0.0863240096504848
"137","IGAC-AMA-PA-014",-3.979444462,-70.06111115,34.60535685,15.62460775,49.77003539,0.363404611606851,-0.795161401026931
"138","IGAC-AMA-PA-015",-3.798611117,-69.89861112,38.18706799,21.28344999,40.52948202,0.0595327363920418,-0.584567149080606
"139","IGAC-AMA-PA-016",-3.744722216,-69.87361114,15.34791605,23.28433247,61.36775147,1.38590477421657,0.416801005609816
"140","IGAC-AMA-PA-017",-3.750277783,-69.87999999,9.899834113,14.11006242,75.99010346,2.03808511343817,0.354370188930306
"141","IGAC-AMA-PA-018",-4.144166676,-69.94805556,39.29253585,44.23229116,16.475173,-0.869179992263628,0.118420518222835
"142","IGAC-AMA-PA-019",-4.133055567,-69.95166668,15.72705487,28.91656522,55.35637991,1.25840944796521,0.609032152503696
"143","IGAC-AMA-PA-020",-2.77277776,-69.82194444,22.7093201,45.31112467,31.97955523,0.34232138223809,0.690777162727757
"144","IGAC-AMA-PA-021",-2.75138891,-69.8177778,28.42218675,46,25.57781325,-0.105444757974263,0.481471332726699
"145","IGAC-AMA-PA-022",-3.06222224,-70.00138889,32.21351479,37.82938237,29.95710284,-0.0726196254316427,0.160700033580934
"146","IGAC-AMA-PA-023",-3.059166691,-70.07277778,31.31654333,34.46324382,34.22021285,0.0886699896793244,0.0957468607651436
"147","IGAC-AMA-PA-024",-3.051388898,-70.07944443,32,52,16,-0.693147180559945,0.485507815781701
"148","IGAC-AMA-PA-025",-3.188333317,-70.29333334,66.49715577,19.08260186,14.42024237,-1.52852623674995,-1.24838215381993
"149","IGAC-AMA-PA-026",-3.195833343,-70.29361112,44.8087751,43.94433599,11.24688891,-1.38231244393574,-0.0194802511296732
"150","IGAC-AMA-PA-029",-2.902222209,-69.75805557,38.20274232,30.34843553,31.44882214,-0.194545770900722,-0.230162332951854
"151","IGAC-AMA-PA-030",-2.642499982,-70.06944445,26.50507344,44.4666949,29.02823166,0.0909326967206362,0.517404314511852
"152","IGAC-AMA-PA-031",-2.582222227,-70.03666666,46.54389312,35.32990449,18.1262024,-0.943037267577721,-0.275666047429292
"153","IGAC-AMA-PA-032",-2.574444461,-70.01527777,19.25453406,25.85765217,54.88781377,1.04754478388958,0.294860010614788
"154","IGAC-AMA-PA-033",-2.599444449,-70.22027779,22.00597838,56.47172439,21.52229723,-0.0222246827856044,0.942425898621614
"155","IGAC-AMA-PA-034",-2.544166663,-70.17416666,38.63741679,46.83220099,14.53038222,-0.97797937103779,0.192349867815259
"156","IGAC-AMA-PA-035",-2.748055558,-70.01833334,20.84399984,54.43155209,24.72444807,0.170726425138469,0.95987785800946
"157","IGAC-AMA-PA-036",-4.007777776,-69.9577778,39.68449977,12.84516319,47.47033704,0.179144355152313,-1.12799334241346
"158","IGAC-AMA-PA-037",-4.044166668,-69.97416665,35.64263003,29.97443608,34.38293388,-0.0359820610746933,-0.173197506486383
"159","IGAC-AMA-PA-038",-4.080555551,-69.99500001,39.41248678,39.22443229,21.36308093,-0.612418447458014,-0.00478286409780879
"160","IGAC-AMA-PA-039",-3.852222186,-70.21305556,25.23618294,25.97557829,48.78823877,0.659210479350192,0.0288780044174487
"161","IGAC-AMA-PA-040",-2.114444469,-71.93777777,64.20497119,28.24134611,7.553682697,-2.14004542178945,-0.821293562290471
"162","IGAC-AMA-PA-041",-2.103055564,-71.94722222,70.89599308,23.39897241,5.705034516,-2.51986488342216,-1.10852180955253
"163","IGAC-AMA-PA-042",-2.108055561,-71.94222224,60.63066952,29.48881727,9.880513216,-1.81423640739084,-0.720789746855557
"164","IGAC-AMA-PA-043",-2.123611103,-71.75388888,86.2806939,5.706755365,8.012550736,-2.37659670957582,-2.7159552390517
"165","IGAC-AMA-PA-044",-2.115277782,-71.74833334,64.74850486,23.22009401,12.03140113,-1.68299061648409,-1.0254925844213
"166","IGAC-AMA-PA-046",-2.154444445,-71.7675,72.51739315,17.72153711,9.761069746,-2.00542443906339,-1.40904575283362
"167","IGAC-AMA-PA-047",-2.233333335,-71.86305555,43.80339106,47.88742153,8.309187416,-1.66234941563535,0.0891416355465127
"168","IGAC-AMA-PA-048",-2.230555555,-71.85333335,14.41761221,43.53881763,42.04357016,1.07025593595368,1.10520237010925
"169","IGAC-AMA-PA-049",-2.208888882,-71.67444445,45.63048194,44.53093263,9.838585435,-1.53426401267006,-0.0243918938221934
"170","IGAC-AMA-PA-051",-2.215,-71.67888889,40.24683684,49.35122011,10.40194304,-1.35303879348444,0.203931076230456
"171","IGAC-AMA-PA-052",-2.178055539,-71.51750002,56.57207096,37.4652425,5.96268654,-2.24999427622856,-0.412101780985044
"172","IGAC-AMA-PA-053",-2.167222243,-72.01861111,28.11648278,54.76391926,17.11959796,-0.496132093379081,0.666675589272151
"173","IGAC-AMA-PA-054",-2.174999965,-71.70388887,13.48452721,35.12571714,51.38975565,1.33789595063718,0.957390648703104
"174","IGAC-AMA-PA-055",-2.169166674,-71.69861109,39.04992947,46.72072222,14.22934832,-1.00953445529021,0.179346726738421
"175","IGAC-AMA-PA-056",-2.200833311,-70.88138889,45.65970783,36.34815025,17.99214192,-0.931281139687726,-0.228072926786804
"176","IGAC-AMA-PA-057",-2.208333319,-70.88000002,52.01864753,37.33221479,10.64913768,-1.58612334078051,-0.331745639447691
"177","IGAC-AMA-PA-058",-2.19444443,-70.81194443,30.42800232,57.72628344,11.84571424,-0.943397178727491,0.640349275307019
"178","IGAC-AMA-PA-059",-2.193611099,-70.80388887,26.78209062,59.73911008,13.4787993,-0.686615374866856,0.802253512441773
"179","IGAC-AMA-PA-060",-2.23166669,-70.74222224,31.79797142,49.86911499,18.33291359,-0.550704494716091,0.449999377132631
"180","IGAC-AMA-PA-061",-2.240833332,-70.74583337,55.65521168,33.4653388,10.87944952,-1.63230007981025,-0.508665483858295
"181","IGAC-AMA-PA-062",-2.263611113,-70.775,41.81329972,48.11868134,10.06801895,-1.42385050457103,0.140456023113237
"182","IGAC-AMA-PA-063",-2.256944464,-70.76916668,21.88977647,41.3156516,36.79457192,0.519330632150929,0.635221701569809
"183","IGAC-AMA-PA-064",-2.166666671,-70.7527778,54.97896093,43.02103907,2,-3.31380340294436,-0.245261306771843
"184","IGAC-AMA-PA-065",-2.167222225,-70.76000002,40.33186037,57.84638716,1.821752478,-3.09734279871183,0.36064926332153
"185","IGAC-AMA-PA-067",-2.214166664,-70.94500002,15.49873078,53.83840248,30.66286673,0.682294234313933,1.24522887786551
"186","IGAC-AMA-PA-068",-2.263333337,-70.71555556,38.40854356,13.67574218,47.91571426,0.221163591110327,-1.0326563037926
"187","IGAC-AMA-PA-069",-2.187499977,-70.73805556,44.95905314,21.34442406,33.6965228,-0.288357494284401,-0.744961607895879
"188","IGAC-AMA-PA-070",-2.197222254,-70.73944446,38.987191,58.77716224,2.235646763,-2.8587025906636,0.410520225894582
"189","IGAC-AMA-PA-071",-2.235277778,-70.90277778,41.0146788,34.65736996,24.32795125,-0.522304075633615,-0.168419621865455
"190","IGAC-AMA-PA-072",-2.238888893,-70.90916665,23.06671751,47.42586954,29.50741296,0.246250740414364,0.720777072564507
"191","IGAC-AMA-PA-073",-2.866666665,-69.81750001,47.34833139,48.30698392,4.344684698,-2.38857838963966,0.0200445657270862
"192","IGAC-AMA-PA-074",-2.937499966,-69.84388889,29.06060151,33.16415028,37.77524822,0.262270722323041,0.132086124836569
"193","IGAC-AMA-PA-075",-2.943888891,-69.83805556,38.03827783,28.21050337,33.7512188,-0.119576434785485,-0.298898595517408
"194","IGAC-AMA-PA-076",-2.886111121,-69.81361112,53.65880672,33.93948136,12.40171192,-1.46481108581033,-0.458066628351643
"195","IGAC-AMA-PA-077",-2.936388903,-69.77361116,3.394753352,10.66667765,85.93856899,3.23140161893658,1.14489353581528
"196","IGAC-AMA-PA-078",-2.928888904,-69.78249999,2,12.63770963,85.36229037,3.75375725796206,1.84353799158181
"197","IGAC-AMA-PA-079",-2.924999971,-69.7713889,4.757249929,34.25734595,60.98540412,2.55096480354537,1.97423126672721
"199","IGAC-AMA-PA-081",-1.273055552,-69.64638892,19.26632857,10.5255227,70.20814873,1.29310544448372,-0.604555897543221
"200","IGAC-AMA-PA-082",-1.299166666,-69.61388892,4,23.77804487,72.22195513,2.89344972622673,1.78246830935312
"201","IGAC-AMA-PA-084",-1.292222231,-69.62055557,2,14.27242386,83.72757614,3.73442120671236,1.96518209354747
"202","IGAC-AMA-PA-085",-1.286388877,-69.62638891,17.03021457,25.75755364,57.21223179,1.21177862388176,0.413738835209696
"203","IGAC-AMA-PA-086",-1.321666688,-69.60805558,2.407745358,11.47662984,86.1156248,3.57700009415971,1.56162200633171
"204","IGAC-AMA-PA-087",-1.329444446,-69.60027778,4,18.93778208,77.06221792,2.95831875939246,1.55486461735229
"205","IGAC-AMA-PA-088",-1.337777766,-69.59861115,17.53214002,24.64466282,57.82319716,1.19335426104953,0.340524589523205
"206","IGAC-AMA-PA-089",-1.215000031,-70.10861113,49.20850082,22.80980091,27.98169827,-0.564515726218074,-0.768876081398857
"207","IGAC-AMA-PA-090",-1.213611101,-70.11583336,31.19035167,30.49062186,38.31902647,0.205837741864224,-0.0226896493126194
"208","IGAC-AMA-PA-091",-1.174166661,-70.20083335,26.91078157,49.73399406,23.35522437,-0.141706307322579,0.614161676235121
"209","IGAC-AMA-PA-092",-1.174166669,-70.11722221,38.96424743,37.2033456,23.83240697,-0.491598201224415,-0.0462458003902446
"210","IGAC-AMA-PA-093",-1.304166671,-70.1647222,16.4254761,12.16476378,71.40976012,1.46960100611004,-0.300289992207461
"211","IGAC-AMA-PA-094",-1.146388902,-70.16555556,11.5254142,11.52342556,76.95116024,1.89861641051459,-0.000172558794771598
"212","IGAC-AMA-PA-095",-0.892222252,-70.25472223,53.13308128,35.79900874,11.06790997,-1.56874980625688,-0.394879529691047
"213","IGAC-AMA-PA-096",-0.901666681,-70.25666667,64.6604453,25.45579904,9.883755654,-1.87825709261311,-0.93220608190779
"214","IGAC-AMA-PA-098",-0.546111085,-70.32444443,69.47541173,12.24043966,18.28414861,-1.3349384136076,-1.73622770554172
"215","IGAC-AMA-PA-099",-1.091111107,-71.35138888,13.35834054,13.7707486,72.87091086,1.6965485820824,0.0304057265076826
"216","IGAC-AMA-PA-100",-1.050000004,-71.40083335,9.737811154,33.92243182,56.33975703,1.75538408498834,1.24806013627647
"217","IGAC-AMA-PA-101",-1.041388888,-71.41805558,19.13489443,18.555066,62.31003957,1.18060895985927,-0.0307707502482532
"218","IGAC-AMA-PA-102",-1.101388894,-71.05000001,9.297609804,30.86510383,59.83728637,1.86187162773923,1.19986886304092
"219","IGAC-AMA-PA-103",-1.112500003,-71.04166666,18.4977711,42.15764726,39.34458164,0.754708025068349,0.823765853902716
"220","IGAC-AMA-PA-104",-1.043333346,-71.18944444,30.36988791,39.7178222,29.91228988,-0.0151821595158141,0.268348420634663
"221","IGAC-AMA-PA-105",-1.036388883,-71.20027778,33.07531498,20.0460847,46.87860033,0.348774055220554,-0.500753375284912
"222","IGAC-AMA-PA-106",-1.285833305,-70.97833334,31.97011573,55.39448063,12.63540364,-0.928298896510275,0.549678378151342
"223","IGAC-AMA-PA-107",-1.295833324,-70.97555557,36.37622994,52.36212063,11.26164943,-1.17251243992957,0.364267903472963
"224","IGAC-AMA-PA-108",-1.221388885,-70.8513889,11.35928276,27.83995451,60.80076273,1.67756705981893,0.896436927509182
"225","IGAC-AMA-PA-109",-1.229722242,-70.85500003,56.50118318,42.65214376,0.846673065,-4.20070222975167,-0.281184042488195
"226","IGAC-AMA-PA-110",-1.406111118,-70.91027779,60.35770353,30.68931204,8.952984427,-1.90830165471966,-0.676374134995103
"227","IGAC-AMA-PA-111",-1.398055557,-70.91111115,9.149989203,14.98185649,75.8681543,2.11524432262881,0.493087202365153
"228","IGAC-AMA-PA-112",-1.392222239,-70.87722222,15.97467145,41.72281051,42.30251805,0.973842179107351,0.960043560333156
"229","IGAC-AMA-PA-113",-1.336666649,-70.79472225,18.29732638,19.92240041,61.7802732,1.21682915990349,0.0850897976863896
"230","IGAC-AMA-PA-114",-1.267777769,-70.86777777,39.26805832,54.51630035,6.215641329,-1.8433425128622,0.328088322933884
"231","IGAC-AMA-PA-115",-1.262222228,-70.8738889,12.92399436,60.08489588,26.99110976,0.736421932070765,1.53667288191858
"232","IGAC-AMA-PA-116",-1.444166692,-70.24416667,24.69686219,28.02334119,47.27979662,0.649406872759183,0.126361578118697
"233","IGAC-AMA-PA-117",-1.218169017,-69.98859465,61.14419352,31.2847486,7.57105788,-2.08890209887016,-0.670104189305009
"234","IGAC-AMA-PA-118",-1.516388886,-69.98944447,69.52820561,17.94932093,12.52247346,-1.71420759949437,-1.35418022333575
"235","IGAC-AMA-PA-119",-1.599722236,-70.02666667,55.08063357,37.10713461,7.812231821,-1.95310748895627,-0.394988917845777
"236","IGAC-AMA-PA-120",-1.606111117,-70.01972222,36.077167,53.32360552,10.59922748,-1.224879052939,0.390718941273537
"237","IGAC-AMA-PA-121",-1.568055562,-70.06138888,8.5515688,22.2640164,69.1844148,2.09066086610729,0.956857009341079
"238","IGAC-AMA-PA-122",-1.562500003,-70.05138887,16.9463261,54.9899895,28.0636844,0.504425309332073,1.17710009850549
