"","X","profile_identifier","latitude","longitude","clay.60.100.cm","silt.60.100.cm","sand.60.100.cm","trans_1","trans_2"
"54",59,"70592",10.55,-74.9,66.16095938,14.01574526,19.82329536,-1.20523277205632,-1.55190919243124
"55",60,"70593",5.25,-73.9,40.86294255,33.89294043,25.24411702,-0.481630462946779,-0.18701685641764
"56",61,"70594",2,-77.19972222,28.86998921,40.9710585,30.15895229,0.0436791842107352,0.350063307272179
"58",64,"70598",4.65,-74.23,65.33682854,31.34726144,3.315910019,-2.98082376569189,-0.734428958315314
"59",65,"70599",5.4,-75.44972222,4.011746832,32.06612483,63.92212834,2.76843883242065,2.07857340625074
"60",66,"70600",6.4,-70.5,7.824571381,10.26298826,81.91244036,2.34838191693642,0.271275091412963
"61",68,"70602",2.4,-76.5,29.82415391,30.71623047,39.45961561,0.279959160191283,0.0294725955970096
"63",70,"70604",3.9,-76.59972222,38.56412743,51.99256022,9.443312347,-1.40701570034577,0.298778132479432
"65",73,"70811",6.3,-74.05972222,49.97166177,28.66939501,21.35894322,-0.8499855420074,-0.555625902332369
"66",75,"70838",3.79972222,-77.09972222,54.85112603,28.18500874,16.96386523,-1.173537208662,-0.665832484144628
"68",77,"70888",3.66,-76.9,23.25323151,27.46038479,49.28638369,0.751203737947138,0.166300300934845
"69",80,"70939",10.89972222,-72.84972222,13.46337624,59.93536734,26.60125642,0.680985320677166,1.49329364278374
"70",81,"70940",10.94972222,-72.8,6.898601,5.39762726,87.70377174,2.54264626832822,-0.245359176711638
"72",83,"71330",-1.27972222,-70.33972222,30.3391426,30.04929495,39.61156245,0.266682342904932,-0.00959951565436455
"74",85,"71340",-2.33972222,-72.36,36.71321567,16.28530751,47.00147682,0.247042232678455,-0.81287346866898
"75",86,"71341",-1.34,-73.30972222,50.58495104,11.8404679,37.57458106,-0.297326335639114,-1.45213097452543
"76",88,"71387",3.25972222,-68.06972222,3.874679122,1.872760666,94.25256021,3.19151513784022,-0.727049217953385
"77",89,"71389",3.84972222,-76.75,51.0003956,27.46824899,21.53135541,-0.862323125680147,-0.618802634109774
"78",90,"71390",3.59972222,-76.69972222,56.20942256,30.58815605,13.20242139,-1.44868415265016,-0.608471527213216
"79",91,"71391",4.34972222,-75.19972222,48.28206059,10.87795681,40.83998261,-0.167398507821938,-1.49032164471636
"81",93,"71471",11.19972222,-72.4,25.07979061,13.88504432,61.03516508,0.889387807949454,-0.591250054158885
"82",94,"71472",11.32972222,-72.5,20.02094272,37.90867539,42.07038189,0.742565113361612,0.638401126315592
"83",95,"71473",11.69972222,-72.25,37.45289938,13.54460982,49.00249081,0.268787002682668,-1.01709545807255
"84",96,"71474",4.71972222,-74.09972222,71.58231813,26.86470466,1.552977208,-3.83067422202884,-0.980034759342537
"86",98,"71476",10.19972222,-75.4,30.04895553,20.0688682,49.88217627,0.506835847332292,-0.403658134047734
"87",99,"71477",8.39972222,-73.3,34.53616422,33.19023476,32.27360102,-0.0677574231103824,-0.0397513143584003
"88",100,"71478",8.39972222,-77.25,37.49733165,32.01331634,30.48935201,-0.206892266212149,-0.158117822580346
"90",102,"71480",7.65972222,-76.63972222,34.15477904,41.22450914,24.62071182,-0.327314486227089,0.188130442690242
"91",103,"71481",10.93972222,-73.66,2.06773399,18.71182266,79.22044335,3.64578107177401,2.20270223505183
"93",105,"71483",0.94,-69.94972222,3.877712139,4.347140174,91.77514769,3.16409621381993,0.114272872810071
"95",107,"71485",2.59972222,-75.3,3.856200214,3.568768318,92.57503147,3.178337168622,-0.0774617708195264
"96",108,"71486",4.84972222,-74.20972222,8.871757556,51.50192151,39.62632094,1.49662064486342,1.75874619504382
"97",109,"71489",5.09972222,-75.34972222,1.788339964,1.148590653,97.06306938,3.99407317186589,-0.442752123460945
"98",110,"71490",6.38,-70.54,30.063382,42.62959083,27.30702717,-0.0961638117506332,0.349240746247811
"100",112,"71492",3.29972222,-73.94972222,10.87239266,20.16001472,68.96759261,1.8474099291213,0.617474380535104
"101",113,"71493",1.39972222,-74.9,42.87491729,45.67065731,11.4544254,-1.31991082324223,0.0631690433043822
"102",114,"71494",5.59972222,-72.05,53.26717937,12.22043164,34.51238899,-0.434002009101422,-1.47221109429488
"104",117,"71497",2.59972222,-75.4,7.182869379,10.42987698,82.38725364,2.43973179792935,0.372975535934926
"105",118,"71498",2.39,-75.25,12.97936598,15.25009634,71.77053768,1.7101131889574,0.161224956244367
"111",125,"71711",3.09972222,-76.19972222,14.57271715,26.13867933,59.28860353,1.40326601204704,0.584265091784584
"112",126,"71712",4.82972222,-68.33,1.998864594,4.002091651,93.99904376,3.85070529309672,0.694237820843078
"113",127,"71745",2.6,-72.56666667,7.289097729,47.4683501,45.24255217,1.82565829362298,1.87368340522288
"114",128,"IGAC-AMA-PA-001",-4.157500002,-69.94833333,53.33215176,34.45316854,12.2146797,-1.47390088931277,-0.436938403553795
"115",129,"IGAC-AMA-PA-002",-4.092222197,-69.99055557,7.114369889,8.865532834,84.02009728,2.46893935686768,0.220054376385619
"119",133,"IGAC-AMA-PA-010",-3.852499981,-70.24861114,42.24964616,50.50031758,7.250036258,-1.76258950889934,0.178383646117541
"120",134,"IGAC-AMA-PA-011",-3.857777772,-70.19250002,52.00888746,24.0259725,23.96514004,-0.774814340553501,-0.772279183964654
"121",135,"IGAC-AMA-PA-012",-3.934166668,-70.12250001,64.65852556,26.67057636,8.67089808,-2.00914759886491,-0.885559020308854
"123",137,"IGAC-AMA-PA-014",-3.979444462,-70.06111115,63.86657761,19.28842374,16.84499866,-1.33274238514254,-1.19729107271472
"124",138,"IGAC-AMA-PA-015",-3.798611117,-69.89861112,48.25457141,25.56777473,26.17765387,-0.611584426434922,-0.635157808623349
"125",139,"IGAC-AMA-PA-016",-3.744722216,-69.87361114,20.37582787,21.02570621,58.59846591,1.05635922727213,0.0313965043976293
"126",140,"IGAC-AMA-PA-017",-3.750277783,-69.87999999,12.44498426,18.67143634,68.8835794,1.71110015345303,0.405677216588317
"127",141,"IGAC-AMA-PA-018",-4.144166676,-69.94805556,49.14692638,38.02541345,12.82766017,-1.34321051892328,-0.256559597938148
"128",142,"IGAC-AMA-PA-019",-4.133055567,-69.95166668,9.794482925,23.93621939,66.26929769,1.91190744802316,0.893573507127444
"131",145,"IGAC-AMA-PA-022",-3.06222224,-70.00138889,53.12910533,30.01786469,16.85302998,-1.14819443965482,-0.570932206963675
"132",146,"IGAC-AMA-PA-023",-3.059166691,-70.07277778,37.82819638,31.80971395,30.36208967,-0.219859980663492,-0.173283047266992
"133",148,"IGAC-AMA-PA-025",-3.188333317,-70.29333334,82.22820733,12.27923248,5.492560183,-2.70610391554214,-1.90158897892713
"136",151,"IGAC-AMA-PA-030",-2.642499982,-70.06944445,48.08828267,26.89220907,25.01950826,-0.653382692932525,-0.581201924893624
"137",152,"IGAC-AMA-PA-031",-2.582222227,-70.03666666,55.11812504,29.42941487,15.4524601,-1.27171038972018,-0.627483930207053
"139",154,"IGAC-AMA-PA-033",-2.599444449,-70.22027779,29.87535462,54.61421162,15.51043376,-0.655520937036112,0.603260254656152
"142",157,"IGAC-AMA-PA-036",-4.007777776,-69.9577778,44.94326445,9.554017386,45.50271816,0.0123711596468466,-1.54843916957846
"144",159,"IGAC-AMA-PA-038",-4.080555551,-69.99500001,58.16361367,29.56795569,12.26843064,-1.55623061620602,-0.676568767669563
"145",160,"IGAC-AMA-PA-039",-3.852222186,-70.21305556,16.420024,19.96963472,63.61034128,1.3542744902151,0.195711290167908
"146",161,"IGAC-AMA-PA-040",-2.114444469,-71.93777777,69.76700454,26.16923046,4.063765001,-2.84305129962985,-0.980576872993392
"147",162,"IGAC-AMA-PA-041",-2.103055564,-71.94722222,30.0425429,55.46326699,14.49419012,-0.728866586026345,0.613106471813625
"150",165,"IGAC-AMA-PA-044",-2.115277782,-71.74833334,79.23577731,9.823882725,10.94033996,-1.97997105906623,-2.0876114967998
"151",166,"IGAC-AMA-PA-046",-2.154444445,-71.7675,62.7528425,25.64809068,11.59906683,-1.68827922660398,-0.894734744371439
"152",167,"IGAC-AMA-PA-047",-2.233333335,-71.86305555,33.03241442,12.71512789,54.25245769,0.496158959914819,-0.954696877498596
"153",168,"IGAC-AMA-PA-048",-2.230555555,-71.85333335,27.69055094,54.07254921,18.23689985,-0.417644227861978,0.669235415060794
"154",169,"IGAC-AMA-PA-049",-2.208888882,-71.67444445,28.74634463,48.79398109,22.45967428,-0.246789168876658,0.529096351077017
"156",171,"IGAC-AMA-PA-052",-2.178055539,-71.51750002,37.34656054,47.72380603,14.92963343,-0.91689276138509,0.245189531537189
"158",173,"IGAC-AMA-PA-054",-2.174999965,-71.70388887,39.62321827,49.26410548,11.11267625,-1.27132880515986,0.217780465905553
"160",175,"IGAC-AMA-PA-056",-2.200833311,-70.88138889,49.85542022,41.05120553,9.093374245,-1.70158117770827,-0.194307018264774
"161",176,"IGAC-AMA-PA-057",-2.208333319,-70.88000002,65.78638387,28.42708561,5.786530522,-2.43087999186783,-0.839070475522565
"164",179,"IGAC-AMA-PA-060",-2.23166669,-70.74222224,46.73047234,40.69424519,12.57528247,-1.3126632859583,-0.138309777886756
"165",180,"IGAC-AMA-PA-061",-2.240833332,-70.74583337,66.02072203,25.00532925,8.97394872,-1.99564286964788,-0.970879690748922
"166",181,"IGAC-AMA-PA-062",-2.263611113,-70.775,41.69138673,48.19617879,10.11243448,-1.41652875097868,0.144985185465815
"167",182,"IGAC-AMA-PA-063",-2.256944464,-70.76916668,13.70927973,47.03939832,39.25132196,1.05191216808168,1.23291255660312
"169",184,"IGAC-AMA-PA-065",-2.167222225,-70.76000002,32.56254805,61.6859535,5.751498448,-1.73370237462506,0.638893451834333
"170",185,"IGAC-AMA-PA-067",-2.214166664,-70.94500002,29.61049518,54.56089654,15.82860827,-0.626309912595683,0.61118858020703
"171",186,"IGAC-AMA-PA-068",-2.263333337,-70.71555556,41.96453097,13.42488136,44.61058767,0.0611464617796359,-1.13971495766553
"172",187,"IGAC-AMA-PA-069",-2.187499977,-70.73805556,56.16954276,30.22903926,13.60141798,-1.41820061568053,-0.619571638948699
"173",188,"IGAC-AMA-PA-070",-2.197222254,-70.73944446,34.67966819,60.97642154,4.343910276,-2.07737865638198,0.564333673215193
"174",189,"IGAC-AMA-PA-071",-2.235277778,-70.90277778,2.619214116,1.664438851,95.71634703,3.59851478218003,-0.453386276852287
"175",190,"IGAC-AMA-PA-072",-2.238888893,-70.90916665,7.672418439,27.73484165,64.59273991,2.13047014202652,1.28505756694621
"177",192,"IGAC-AMA-PA-074",-2.937499966,-69.84388889,37.53301926,36.32986961,26.13711114,-0.361864871982482,-0.0325808019698669
"179",194,"IGAC-AMA-PA-076",-2.886111121,-69.81361112,53.55895854,34.17209626,12.26894521,-1.4737117858266,-0.4493736636875
"181",196,"IGAC-AMA-PA-078",-2.928888904,-69.78249999,2,23.11368158,74.88631842,3.62282402865852,2.44727753783196
"182",197,"IGAC-AMA-PA-079",-2.924999971,-69.7713889,25.44966055,26.51885602,48.03148344,0.635154295906124,0.0411536228964064
"183",199,"IGAC-AMA-PA-081",-1.273055552,-69.64638892,26.95183356,9.761445095,63.28672134,0.853624203022675,-1.01561087818516
"184",206,"IGAC-AMA-PA-089",-1.215000031,-70.10861113,66.16272867,22.03263121,11.80464012,-1.72362460868031,-1.09959270209829
"185",207,"IGAC-AMA-PA-090",-1.213611101,-70.11583336,44.41112278,25.78818273,29.80069449,-0.398958252854727,-0.54357359785093
"186",208,"IGAC-AMA-PA-091",-1.174166661,-70.20083335,39.04167781,50.88407786,10.07424433,-1.35464763675872,0.264920325127801
"187",209,"IGAC-AMA-PA-092",-1.174166669,-70.11722221,53.11805392,26.3003781,20.58156799,-0.948120951461036,-0.702933553448677
"189",211,"IGAC-AMA-PA-094",-1.146388902,-70.16555556,19.83856141,15.18329109,64.9781475,1.18642343141147,-0.267432036834524
"190",212,"IGAC-AMA-PA-095",-0.892222252,-70.25472223,67.28119575,21.81231361,10.90649064,-1.81952270467565,-1.12640613342169
"191",214,"IGAC-AMA-PA-098",-0.546111085,-70.32444443,76.95607833,9.833762821,13.21015885,-1.76224870436556,-2.05741319737284
"193",216,"IGAC-AMA-PA-100",-1.050000004,-71.40083335,20.75666198,31.76370232,47.4796357,0.827433642582421,0.42545694694807
"194",217,"IGAC-AMA-PA-101",-1.041388888,-71.41805558,27.5872174,21.12304162,51.28974098,0.620138223520628,-0.266988063193341
"195",218,"IGAC-AMA-PA-102",-1.101388894,-71.05000001,13.71031856,39.27605222,47.01362921,1.23228881396581,1.05246624597255
"196",219,"IGAC-AMA-PA-103",-1.112500003,-71.04166666,42.18489128,35.0558491,22.75925962,-0.617090051542833,-0.185119652092337
"199",222,"IGAC-AMA-PA-106",-1.285833305,-70.97833334,52.01469585,42.94693705,5.038367092,-2.3344442512493,-0.191560959585735
"200",223,"IGAC-AMA-PA-107",-1.295833324,-70.97555557,52.48640167,39.42934782,8.084250502,-1.87063633379391,-0.28604371268274
"202",225,"IGAC-AMA-PA-109",-1.229722242,-70.85500003,48.9587513,16.75082284,34.29042586,-0.356111947623406,-1.07253075154475
"203",226,"IGAC-AMA-PA-110",-1.406111118,-70.91027779,59.50944831,33.93062905,6.559922631,-2.20515628623945,-0.561816976806305
"206",229,"IGAC-AMA-PA-113",-1.336666649,-70.79472225,30.54768362,19.45726035,49.99505603,0.492635260982254,-0.45106857696888
"208",231,"IGAC-AMA-PA-115",-1.262222228,-70.8738889,19.44289211,58.39701758,22.1600903,0.130811377723021,1.099783260637
"209",232,"IGAC-AMA-PA-116",-1.444166692,-70.24416667,34.02013731,26.07985736,39.90000533,0.159423834364995,-0.265789355396431
"210",233,"IGAC-AMA-PA-117",-1.218169017,-69.98859465,75.82704819,19.95181965,4.221132157,-2.8883516895615,-1.33513471557432
"211",234,"IGAC-AMA-PA-118",-1.516388886,-69.98944447,78.51254894,12.95995996,8.527491102,-2.21996327925809,-1.80139386970735
"213",236,"IGAC-AMA-PA-120",-1.606111117,-70.01972222,53.81739711,39.75928802,6.423314868,-2.12566246222651,-0.302753306566592
"214",237,"IGAC-AMA-PA-121",-1.568055562,-70.06138888,10.77900412,37.532701,51.68829488,1.5676311722147,1.24761240062456
"215",238,"IGAC-AMA-PA-122",-1.562500003,-70.05138887,50.68883694,42.49001914,6.821143919,-2.00567851980712,-0.176436503070474
"216",239,"IGAC-AMA-PA-123",-1.265833312,-69.71944446,44.72308244,10.97132322,44.30559434,-0.00937880187261258,-1.40520486531218
"218",242,"IGAC-AMA-PA-126",-1.280000023,-69.71638888,9.750841281,12.26222501,77.98693371,2.0791877296005,0.229169832841536
"219",243,"IGAC-AMA-PA-127",-1.440019106,-69.45327523,22.75216319,50.61988705,26.62794977,0.157301181225089,0.799684297631633
"220",244,"IGAC-AMA-PA-128",-1.524873097,-69.48623315,32.98381851,48.40652562,18.60965586,-0.572336514749992,0.383617538469088
"221",246,"IGAC-AMA-PA-130",-1.250277779,-72.47444443,32.00314157,59.97285686,8.024001577,-1.38339682484846,0.628058002154699
"223",248,"IGAC-AMA-PA-132",-1.267500028,-72.45194446,54.68385443,43.2624564,2.05368917,-3.28193072910337,-0.234283298884663
"224",249,"IGAC-AMA-PA-133",-1.332500029,-69.62805558,53.86005752,24.34157142,21.79837106,-0.904553910351972,-0.794203508645337
"225",250,"IGAC-AMA-PA-134",-1.325277763,-69.56250002,62.30580265,20.77797879,16.91621857,-1.30378172147549,-1.09816084804895
"226",251,"IGAC-AMA-PA-135",-0.635555529,-72.41166667,1.524596057,4.475403943,94,4.12156528795344,1.07686711992865
"227",252,"IGAC-AMA-PA-136",-0.658888883,-72.37277777,44.07539609,9.85952518,46.06507873,0.0441534366954088,-1.49746370370234
"228",253,"IGAC-AMA-PA-137",-0.685693721,-72.26303612,27.12960843,11.14158507,61.72880649,0.822125008392794,-0.889941182733923
"229",254,"IGAC-AMA-PA-138",-0.629722238,-72.28194443,53.0282607,25.62966507,21.34207423,-0.910144551888579,-0.727074519793766
"230",255,"IGAC-AMA-PA-139",-0.595277803,-72.22555556,57.19224882,11.14257213,31.66517905,-0.591200754603025,-1.63564527983333
"231",256,"IGAC-AMA-PA-140",-0.526388887,-72.17472222,18.24682036,10.59110277,71.16207688,1.36096921043139,-0.543976550663614
"232",257,"IGAC-AMA-PA-141",-0.534166671,-72.17333335,8.189820918,4.967202234,86.84297685,2.36120959244052,-0.500035280873042
"233",258,"IGAC-AMA-PA-142",-0.516666655,-72.12888889,53.86370284,24.81493263,21.32136452,-0.926747235244708,-0.77501124022496
"235",261,"IGAC-AMA-PA-145",-0.648888909,-72.08277778,47.44237491,11.08286666,41.47475843,-0.134430803190112,-1.45411544309447
"236",262,"IGAC-AMA-PA-146",-0.671388894,-72.07083336,19.70117178,14.02568586,66.27314237,1.2131066074679,-0.339787762306419
"238",264,"IGAC-AMA-PA-148",-1.359022914,-72.84211588,48.94156536,17.6398425,33.41859215,-0.381514646483663,-1.02046692082376
"241",268,"IGAC-AMA-PA-152",-1.583330002,-72.70472001,16.75151761,27.99720767,55.25127472,1.19340255423801,0.513615921381892
"242",269,"IGAC-AMA-PA-153",-1.85416667,-72.37194444,56.79595226,17.80686911,25.39717864,-0.804826969469995,-1.15988077224759
"247",274,"IGAC-AMA-PA-158",-1.443098029,-72.79553949,27.73954889,15.03881131,57.2216398,0.724072992345258,-0.61222487251915
"248",275,"IGAC-AMA-PA-159",-1.00444401,-74.17777702,58.55887422,17.05738712,24.38373865,-0.876116183730055,-1.23344927301436
"250",277,"IGAC-AMA-PA-163",-1.013611093,-74.0369444,11.4516602,56.58918827,31.95915153,1.02632385755075,1.59768323187525
"251",278,"IGAC-AMA-PA-165",-2.138611108,-73.04305559,48.19524797,18.57349491,33.23125712,-0.371769513835584,-0.953524866766771
"252",279,"IGAC-AMA-PA-166",-1.768888891,-73.18888891,70.81338234,15.04556431,14.14105335,-1.61096584690392,-1.54896478141924
"253",280,"IGAC-AMA-PA-167",-1.841388891,-70.12583335,49.92073521,19.95831296,30.12095183,-0.505215448023139,-0.916790705448014
"254",281,"IGAC-AMA-PA-168",-1.649166659,-70.23111113,34.03786474,16.07126138,49.89087388,0.382364524084444,-0.750440904257767
"255",282,"IGAC-AMA-PA-169",-0.539722186,-73.36444441,67.06909759,20.42324825,12.50765416,-1.67938260556334,-1.1890495231982
"256",283,"IGAC-AMA-PA-170",-0.6208333,-72.90861111,59.77376058,12.11230797,28.11393145,-0.754301543754461,-1.59634465515285
"257",284,"IGAC-AMA-PA-171",-0.538333301,-73.00805561,42.08560908,49.93885066,7.975540264,-1.66332646409522,0.171093414995733
"260",287,"IGAC-AMA-PA-174",-0.637500032,-73.0555556,60.06047666,26.11341643,13.82610692,-1.46879338817127,-0.832902777201405
"261",288,"IGAC-AMA-PA-175",-0.508055629,-73.6119444,50.03175131,15.55017679,34.4180719,-0.374076057720605,-1.16858582239188
"262",289,"IGAC-ANT-A-1",8.498453375,-76.80915703,6.715145515,0.846747323,92.43810716,2.62217380889752,-2.07071844867099
"266",294,"IGAC-ANT-A-106",6.657460013,-74.85831001,42.12009193,21.94087167,35.9390364,-0.158700800193264,-0.652173686061701
"267",295,"IGAC-ANT-A-107",6.544150009,-75.22345001,41.39891856,17.54583146,41.05524998,-0.00833603870361757,-0.858438360699018
"268",297,"IGAC-ANT-A-109",7.232616209,-76.47044949,44.11955615,25.8632114,30.01723245,-0.385131502522227,-0.534081584569669
"269",298,"IGAC-ANT-A-11",7.868019411,-77.04068463,27.91921528,42.23706782,29.8437169,0.0666591570884429,0.413983048366375
"270",300,"IGAC-ANT-A-114",7.590509985,-74.79081001,29.06513665,9.850996883,61.08386647,0.742708377409078,-1.0819667462144
"271",301,"IGAC-ANT-A-115",8.03204367,-75.20004613,43.85574274,21.32382351,34.82043375,-0.230701282343407,-0.721080751190667
"272",302,"IGAC-ANT-A-116",7.683179992,-74.75223001,57.58157964,27.6569467,14.76147367,-1.36118206230957,-0.733325785335587
"274",304,"IGAC-ANT-A-118",7.093974217,-73.95342119,58.8141913,20.78801323,20.39779547,-1.05895634460951,-1.04000664085329
"275",305,"IGAC-ANT-A-12",7.844620705,-77.06050593,18.55482282,40.42913101,41.01604617,0.793233614580726,0.778820844170565
"276",306,"IGAC-ANT-A-120",6.486696656,-74.41880258,9.085676167,5.55749769,85.35682614,2.24014129842376,-0.49155117462438
"278",308,"IGAC-ANT-A-123",7.516755,-76.586697,32.38445277,19.78230831,47.83323892,0.39004231787739,-0.492890436277471
"279",309,"IGAC-ANT-A-124",7.82912191,-76.63298936,32.26568317,25.54073508,42.19358175,0.2682638933614,-0.233729593171895
"280",310,"IGAC-ANT-A-125",8.794669974,-76.39595999,47.02738177,38.51689091,14.45572732,-1.17963933256488,-0.199633152903798
"281",311,"IGAC-ANT-A-126",8.831829989,-76.42051999,71.84286796,19.54212904,8.615003006,-2.12097612578318,-1.30190874597537
"282",312,"IGAC-ANT-A-127",8.823266547,-76.45640482,17.10857808,20,62.89142192,1.30182979810215,0.156152293720452
"283",313,"IGAC-ANT-A-128",8.600199986,-76.28420999,57.90818544,22.01106548,20.08074909,-1.059097147201,-0.967313443335852
"284",316,"IGAC-ANT-A-130",6.495520007,-75.79559998,50.82657012,35.90804141,13.26538847,-1.34326097920992,-0.347457986589486
"285",317,"IGAC-ANT-A-131",6.570264798,-75.81132698,25.39893586,16.95982491,57.64123923,0.81953099250847,-0.403859971263632
"286",318,"IGAC-ANT-A-132",7.037680005,-74.74395001,53.377524,8.878939612,37.74353639,-0.346575518908937,-1.79370762167624
"287",319,"IGAC-ANT-A-133",7.031800019,-74.67485001,30.60990947,26.91640917,42.47368136,0.327560826568014,-0.12858768847346
"288",320,"IGAC-ANT-A-134",7.025673725,-74.70022576,44.53480152,8.731117348,46.73408114,0.0482027472190758,-1.62937758903128
"289",321,"IGAC-ANT-A-136",6.03521952,-75.06977216,18.33529036,27.60840505,54.0563046,1.08119854335474,0.409292619383708
"290",322,"IGAC-ANT-A-137",7.320436634,-76.46924811,52.09501598,15.63348849,32.27149553,-0.478884932338766,-1.20365397014304
"292",325,"IGAC-ANT-A-141",6.985420011,-76.26307999,27.05051596,19.4540114,53.49547264,0.681890947352367,-0.329652788972602
"294",328,"IGAC-ANT-A-144",6.989710023,-76.26245999,28,21.57671958,50.42328042,0.588248471348344,-0.260589573948411
"295",330,"IGAC-ANT-A-147",5.947468355,-75.04680416,37.54989588,36.10948479,26.34061934,-0.354558396043604,-0.0391150379753557
"297",332,"IGAC-ANT-A-149",7.054080018,-74.62587001,53.38301644,26.77122946,19.84575411,-0.989502565671564,-0.69016486792324
"298",333,"IGAC-ANT-A-15",8.01602122,-76.99415213,33.74257426,32.34323432,33.91419142,0.00507318156146884,-0.0423555121410663
"299",334,"IGAC-ANT-A-155",5.655790018,-75.64961998,57.70400281,19.90133427,22.39466292,-0.946503875926193,-1.06453976567167
"300",335,"IGAC-ANT-A-156",6.509190022,-75.83395998,29.24430983,30.3963023,40.35938787,0.322139009594294,0.0386359471187935
"301",337,"IGAC-ANT-A-158",7.523095978,-75.35304879,46.02667196,13.11013071,40.86319733,-0.118991216488174,-1.25583578569517
"302",338,"IGAC-ANT-A-159",6.56446001,-74.79082001,46.62424163,5.583226915,47.79253146,0.0247487691597122,-2.12235370310207
"303",339,"IGAC-ANT-A-162",6.948080008,-74.73431001,28.98524357,26.31288365,44.70187279,0.433228539541436,-0.0967281662095759
"304",340,"IGAC-ANT-A-163",7.462655161,-74.86834699,11.78678023,10.96255112,77.25066865,1.88007698745072,-0.0724935630957813
"305",341,"IGAC-ANT-A-164",7.539351082,-74.85523943,47.91125804,15.90408776,36.1846542,-0.280715397125067,-1.10277434094381
